targetId,diseaseId,novelty,datatypeId,datasourceId,therapeuticAreaName,diseaseName,targetBiotype,targetSymbol
ENSG00000213341,EFO_0005537,0.509,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,CHUK
ENSG00000133731,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,IMPA1
ENSG00000159216,EFO_0005537,0.464,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,RUNX1
ENSG00000159445,EFO_0005537,0.543,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,THEM4
ENSG00000065911,EFO_0005537,0.583,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,MTHFD2
ENSG00000163931,EFO_0005537,0.455,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,TKT
ENSG00000162616,EFO_0005537,0.566,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,DNAJB4
ENSG00000117724,EFO_0005537,0.513,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,CENPF
ENSG00000115107,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,STEAP3
ENSG00000133083,EFO_0005537,0.573,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,DCLK1
ENSG00000173457,EFO_0005537,0.579,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,PPP1R14B
ENSG00000164342,EFO_0005537,0.471,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,TLR3
ENSG00000159674,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,SPON2
ENSG00000108679,EFO_0005537,0.583,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,LGALS3BP
ENSG00000102753,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,KPNA3
ENSG00000151632,EFO_0005537,0.561,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,AKR1C2
ENSG00000170989,EFO_0005537,0.513,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,S1PR1
ENSG00000012124,EFO_0005537,0.552,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,CD22
ENSG00000176532,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,PRR15
ENSG00000183763,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,TRAIP
ENSG00000136999,EFO_0005537,0.597,literature,europepmc,cancer or benign tumor,triple-negative breast cancer,protein_coding,CCN3
ENSG00000166333,EFO_0005547,0.519,literature,europepmc,infectious disease,dengue disease,protein_coding,ILK
ENSG00000104321,EFO_0005669,0.401,literature,europepmc,cardiovascular disease,intracerebral hemorrhage,protein_coding,TRPA1
ENSG00000131203,EFO_0005669,0.502,literature,europepmc,cardiovascular disease,intracerebral hemorrhage,protein_coding,IDO1
ENSG00000185267,EFO_0005669,0.597,literature,europepmc,cardiovascular disease,intracerebral hemorrhage,protein_coding,CDNF
ENSG00000095002,EFO_0005842,0.597,genetic_association,gene_burden,cancer or benign tumor,colorectal cancer,protein_coding,MSH2
ENSG00000137033,EFO_0005854,0.439,genetic_association,gene_burden,respiratory or thoracic disease,allergic rhinitis,protein_coding,IL33
ENSG00000115718,EFO_0005854,0.68,genetic_association,gene_burden,respiratory or thoracic disease,allergic rhinitis,protein_coding,PROC
ENSG00000122735,EFO_0005854,0.56,literature,europepmc,respiratory or thoracic disease,allergic rhinitis,protein_coding,DNAI1
ENSG00000066336,EFO_0005856,0.421,literature,europepmc,musculoskeletal or connective tissue disease,arthritis,protein_coding,SPI1
ENSG00000106327,EFO_0005856,0.588,literature,europepmc,musculoskeletal or connective tissue disease,arthritis,protein_coding,TFR2
ENSG00000105281,EFO_0005922,0.531,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,SLC1A5
ENSG00000138363,EFO_0005922,0.44,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,ATIC
ENSG00000168685,EFO_0005922,0.459,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,IL7R
ENSG00000138185,EFO_0005922,0.464,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,ENTPD1
ENSG00000130707,EFO_0005922,0.511,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,ASS1
ENSG00000127870,EFO_0005922,0.485,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,RNF6
ENSG00000275385,EFO_0005922,0.441,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,CCL18
ENSG00000107201,EFO_0005922,0.427,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,RIGI
ENSG00000188021,EFO_0005922,0.597,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,UBQLN2
ENSG00000011426,EFO_0005922,0.575,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,ANLN
ENSG00000102144,EFO_0005922,0.524,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,PGK1
ENSG00000003056,EFO_0005922,0.597,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,M6PR
ENSG00000179044,EFO_0005922,0.597,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,EXOC3L1
ENSG00000175166,EFO_0005922,0.597,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,PSMD2
ENSG00000149658,EFO_0005922,0.486,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,YTHDF1
ENSG00000100029,EFO_0005922,0.597,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,PES1
ENSG00000130208,EFO_0005922,0.637,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,APOC1
ENSG00000113739,EFO_0005922,0.509,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,STC2
ENSG00000092199,EFO_0005922,0.502,literature,europepmc,cancer or benign tumor,esophageal squamous cell carcinoma,protein_coding,HNRNPC
ENSG00000185686,EFO_0006352,0.597,literature,europepmc,cancer or benign tumor,laryngeal squamous cell carcinoma,protein_coding,PRAME
ENSG00000114867,EFO_0006352,0.588,literature,europepmc,cancer or benign tumor,laryngeal squamous cell carcinoma,protein_coding,EIF4G1
ENSG00000186871,EFO_0006352,0.571,literature,europepmc,cancer or benign tumor,laryngeal squamous cell carcinoma,protein_coding,ERCC6L
ENSG00000083642,EFO_0006352,0.546,literature,europepmc,cancer or benign tumor,laryngeal squamous cell carcinoma,protein_coding,PDS5B
ENSG00000187391,EFO_0006352,0.571,literature,europepmc,cancer or benign tumor,laryngeal squamous cell carcinoma,protein_coding,MAGI2
ENSG00000123500,EFO_0006544,0.564,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,COL10A1
ENSG00000170276,EFO_0006544,0.597,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,HSPB2
ENSG00000044524,EFO_0006544,0.597,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,EPHA3
ENSG00000176046,EFO_0006544,0.597,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,NUPR1
ENSG00000177076,EFO_0006544,0.49,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,ACER2
ENSG00000169271,EFO_0006544,0.597,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,HSPB3
ENSG00000105552,EFO_0006544,0.585,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,BCAT2
ENSG00000242125,EFO_0006544,0.5,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,lncRNA,SNHG3
ENSG00000108468,EFO_0006544,0.597,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,CBX1
ENSG00000083444,EFO_0006544,0.562,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,PLOD1
ENSG00000068489,EFO_0006544,0.525,literature,europepmc,cancer or benign tumor,bladder transitional cell carcinoma,protein_coding,PRR11
ENSG00000184937,EFO_0006738,0.424,literature,europepmc,cancer or benign tumor,plasmacytoma,protein_coding,WT1
ENSG00000157227,EFO_0006790,0.4,literature,europepmc,cardiovascular disease,cerebral amyloid angiopathy,protein_coding,MMP14
ENSG00000104722,EFO_0006792,0.471,literature,europepmc,nervous system disease,Lewy body dementia,protein_coding,NEFM
ENSG00000087085,EFO_0007149,0.597,known_drug,chembl,gastrointestinal disease,appendicitis,protein_coding,ACHE
ENSG00000168539,EFO_0007149,0.746,known_drug,chembl,gastrointestinal disease,appendicitis,protein_coding,CHRM1
ENSG00000133019,EFO_0007149,0.746,known_drug,chembl,gastrointestinal disease,appendicitis,protein_coding,CHRM3
ENSG00000274286,EFO_0007167,0.746,known_drug,chembl,nervous system disease,Bell's palsy,protein_coding,ADRA2B
ENSG00000184160,EFO_0007167,0.746,known_drug,chembl,nervous system disease,Bell's palsy,protein_coding,ADRA2C
ENSG00000150594,EFO_0007167,0.746,known_drug,chembl,nervous system disease,Bell's palsy,protein_coding,ADRA2A
ENSG00000061918,EFO_0007216,0.597,known_drug,chembl,respiratory or thoracic disease,congenital diaphragmatic hernia,protein_coding,GUCY1B1
ENSG00000123201,EFO_0007216,0.597,known_drug,chembl,respiratory or thoracic disease,congenital diaphragmatic hernia,transcribed_unitary_pseudogene,GUCY1B2
ENSG00000118058,EFO_0007224,0.451,literature,europepmc,infectious disease,coronavirus infectious disease,protein_coding,KMT2A
ENSG00000153563,EFO_0007323,0.442,literature,europepmc,musculoskeletal or connective tissue disease,inclusion body myositis,protein_coding,CD8A
ENSG00000131981,EFO_0007328,0.403,literature,europepmc,infectious disease,influenza,protein_coding,LGALS3
ENSG00000172819,EFO_0007375,0.418,known_drug,chembl,infectious disease,molluscum contagiosum,protein_coding,RARG
ENSG00000077092,EFO_0007375,0.418,known_drug,chembl,infectious disease,molluscum contagiosum,protein_coding,RARB
ENSG00000131759,EFO_0007375,0.418,known_drug,chembl,infectious disease,molluscum contagiosum,protein_coding,RARA
ENSG00000004139,EFO_0007405,0.549,literature,europepmc,disorder of visual system,optic neuritis,protein_coding,SARM1
ENSG00000164399,EFO_0007541,0.424,literature,europepmc,infectious disease,viral pneumonia,protein_coding,IL3
ENSG00000006377,EFO_0007834,0.475,literature,europepmc,cancer or benign tumor,liver dysplastic nodule,protein_coding,DLX6
ENSG00000073331,EFO_0007834,0.404,literature,europepmc,cancer or benign tumor,liver dysplastic nodule,protein_coding,ALPK1
ENSG00000183735,EFO_0008517,0.465,literature,europepmc,integumentary system disease,oral lichen planus,protein_coding,TBK1
ENSG00000156738,EFO_0008518,0.522,known_drug,chembl,musculoskeletal or connective tissue disease,polymyalgia rheumatica,protein_coding,MS4A1
ENSG00000164400,EFO_0008583,0.459,literature,europepmc,cardiovascular disease,acute myocardial infarction,protein_coding,CSF2
ENSG00000183087,EFO_0008583,0.559,literature,europepmc,cardiovascular disease,acute myocardial infarction,protein_coding,GAS6
ENSG00000070018,EFO_0008583,0.567,literature,europepmc,cardiovascular disease,acute myocardial infarction,protein_coding,LRP6
ENSG00000106211,EFO_0008601,0.543,literature,europepmc,integumentary system disease,pemphigus foliaceus,protein_coding,HSPB1
ENSG00000091592,EFO_0009130,0.588,literature,europepmc,infectious disease,clostridium difficile infection,protein_coding,NLRP1
ENSG00000108576,EFO_0009267,0.597,known_drug,chembl,nervous system disease,delirium,protein_coding,SLC6A4
ENSG00000100030,EFO_0009448,0.552,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,MAPK1
ENSG00000115457,EFO_0009448,0.565,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,IGFBP2
ENSG00000145414,EFO_0009448,0.632,genetic_association,eva,cancer or benign tumor,pulmonary fibrosis,protein_coding,NAF1
ENSG00000122861,EFO_0009448,0.461,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,PLAU
ENSG00000197635,EFO_0009448,0.457,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,DPP4
ENSG00000019169,EFO_0009448,0.45,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,MARCO
ENSG00000164362,EFO_0009448,0.661,genetic_association,eva,cancer or benign tumor,pulmonary fibrosis,protein_coding,TERT
ENSG00000258366,EFO_0009448,0.836,genetic_association,eva,cancer or benign tumor,pulmonary fibrosis,protein_coding,RTEL1
ENSG00000123342,EFO_0009448,0.576,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,MMP19
ENSG00000011422,EFO_0009448,0.546,literature,europepmc,cancer or benign tumor,pulmonary fibrosis,protein_coding,PLAUR
ENSG00000153956,EFO_0009492,0.43,genetic_association,eva,cardiovascular disease,cardiac arrest,protein_coding,CACNA2D1
ENSG00000153902,EFO_0009538,0.591,literature,europepmc,immune system disease,chronic inflammatory demyelinating polyneuropathy,protein_coding,LGI4
ENSG00000177575,EFO_0009538,0.418,literature,europepmc,immune system disease,chronic inflammatory demyelinating polyneuropathy,protein_coding,CD163
ENSG00000137033,EFO_0009661,0.728,genetic_association,gene_burden,respiratory or thoracic disease,bronchitis,protein_coding,IL33
ENSG00000115718,EFO_0009661,0.746,genetic_association,gene_burden,respiratory or thoracic disease,bronchitis,protein_coding,PROC
ENSG00000144285,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN1A
ENSG00000183873,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN5A
ENSG00000196876,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN8A
ENSG00000168356,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN11A
ENSG00000150594,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRA2A
ENSG00000169432,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN9A
ENSG00000185313,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN10A
ENSG00000170214,EFO_0009676,0.507,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRA1B
ENSG00000136531,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN2A
ENSG00000120907,EFO_0009676,0.507,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRA1A
ENSG00000169252,EFO_0009676,0.507,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRB2
ENSG00000188778,EFO_0009676,0.507,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRB3
ENSG00000153253,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN3A
ENSG00000136546,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN7A
ENSG00000043591,EFO_0009676,0.507,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRB1
ENSG00000007314,EFO_0009676,0.61,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,SCN4A
ENSG00000274286,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRA2B
ENSG00000184160,EFO_0009676,0.491,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRA2C
ENSG00000171873,EFO_0009676,0.507,known_drug,chembl,musculoskeletal or connective tissue disease,musculoskeletal system disease,protein_coding,ADRA1D
ENSG00000125538,EFO_0009948,0.427,literature,europepmc,pregnancy or perinatal disease,chorioamnionitis,protein_coding,IL1B
ENSG00000136535,EFO_0010653,0.549,genetic_association,eva,"genetic, familial or congenital disease","intellectual developmental disorder with speech delay, autism and dysmorphic facies",protein_coding,TBR1
ENSG00000163914,EFO_0020026,0.537,genetic_association,eva,disorder of visual system,autosomal recessive retinitis pigmentosa,protein_coding,RHO
ENSG00000137267,EFO_0020030,0.597,genetic_association,clingen,nervous system disease,tubulinopathy,protein_coding,TUBB2A
ENSG00000092439,EFO_0600064,0.409,literature,europepmc,infectious disease,serum lipopolysaccharide activity,protein_coding,TRPM7
ENSG00000092969,EFO_1000026,0.597,literature,europepmc,cancer or benign tumor,diffuse intrinsic pontine glioma,protein_coding,TGFB2
ENSG00000263535,EFO_1000044,0.585,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,processed_pseudogene,AK4P1
ENSG00000152601,EFO_1000044,0.597,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,MBNL1
ENSG00000130787,EFO_1000044,0.597,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,HIP1R
ENSG00000163644,EFO_1000044,0.424,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,PPM1K
ENSG00000091831,EFO_1000044,0.541,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,ESR1
ENSG00000101311,EFO_1000044,0.597,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,FERMT1
ENSG00000122958,EFO_1000044,0.597,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,VPS26A
ENSG00000118495,EFO_1000044,0.597,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,PLAGL1
ENSG00000163812,EFO_1000044,0.477,literature,europepmc,cancer or benign tumor,pancreatic adenocarcinoma,protein_coding,ZDHHC3
ENSG00000185052,EFO_1000172,0.575,literature,europepmc,cancer or benign tumor,cervical squamous cell carcinoma,protein_coding,SLC24A3
ENSG00000160097,EFO_1000199,0.49,literature,europepmc,cancer or benign tumor,Columnar Cell Hyperplasia of the Breast,protein_coding,FNDC5
ENSG00000184697,EFO_1000284,0.435,literature,europepmc,cancer or benign tumor,Granular Cell Tumor,protein_coding,CLDN6
ENSG00000131196,EFO_1000411,0.586,literature,europepmc,cancer or benign tumor,Osteochondroma,protein_coding,NFATC1
ENSG00000101096,EFO_1000411,0.517,literature,europepmc,cancer or benign tumor,Osteochondroma,protein_coding,NFATC2
ENSG00000204308,EFO_1000491,0.424,literature,europepmc,cancer or benign tumor,Primary Effusion Lymphoma,protein_coding,RNF5
ENSG00000135046,EFO_1000558,0.477,literature,europepmc,cancer or benign tumor,Syringocystadenoma Papilliferum,protein_coding,ANXA1
ENSG00000198838,EFO_1000581,0.489,literature,europepmc,cancer or benign tumor,Thymoma,protein_coding,RYR3
ENSG00000196218,EFO_1000581,0.567,literature,europepmc,cancer or benign tumor,Thymoma,protein_coding,RYR1
ENSG00000138435,EFO_1000581,0.549,literature,europepmc,cancer or benign tumor,Thymoma,protein_coding,CHRNA1
ENSG00000104722,EFO_1000581,0.552,literature,europepmc,cancer or benign tumor,Thymoma,protein_coding,NEFM
ENSG00000077463,EFO_1000637,0.477,literature,europepmc,respiratory or thoracic disease,acute respiratory distress syndrome,protein_coding,SIRT6
ENSG00000110876,EFO_1000637,0.583,literature,europepmc,respiratory or thoracic disease,acute respiratory distress syndrome,protein_coding,SELPLG
ENSG00000204671,EFO_1000680,0.482,literature,europepmc,integumentary system disease,mucous membrane pemphigoid,protein_coding,IL31
ENSG00000160683,EFO_1000697,0.406,literature,europepmc,integumentary system disease,exanthem,protein_coding,CXCR5
ENSG00000213927,EFO_1000710,0.458,literature,europepmc,integumentary system disease,hidradenitis suppurativa,protein_coding,CCL27
ENSG00000172232,EFO_1000782,0.597,literature,europepmc,respiratory or thoracic disease,altitude sickness,protein_coding,AZU1
ENSG00000126583,EFO_1000782,0.597,literature,europepmc,respiratory or thoracic disease,altitude sickness,protein_coding,PRKCG
ENSG00000169925,EFO_1000796,0.597,literature,europepmc,cancer or benign tumor,adrenal cortex carcinoma,protein_coding,BRD3
ENSG00000160097,EFO_1000796,0.555,literature,europepmc,cancer or benign tumor,adrenal cortex carcinoma,protein_coding,FNDC5
ENSG00000204256,EFO_1000796,0.597,literature,europepmc,cancer or benign tumor,adrenal cortex carcinoma,protein_coding,BRD2
ENSG00000196562,EFO_1000796,0.597,literature,europepmc,cancer or benign tumor,adrenal cortex carcinoma,protein_coding,SULF2
ENSG00000198431,EFO_1000825,0.4,literature,europepmc,cardiovascular disease,atrial heart septal defect,protein_coding,TXNRD1
ENSG00000131095,EFO_1000825,0.487,literature,europepmc,cardiovascular disease,atrial heart septal defect,protein_coding,GFAP
ENSG00000079689,EFO_1000825,0.583,literature,europepmc,cardiovascular disease,atrial heart septal defect,protein_coding,SCGN
ENSG00000169083,EFO_1000825,0.509,literature,europepmc,cardiovascular disease,atrial heart septal defect,protein_coding,AR
ENSG00000130816,EFO_1000825,0.416,literature,europepmc,cardiovascular disease,atrial heart septal defect,protein_coding,DNMT1
ENSG00000116044,EFO_1000825,0.528,literature,europepmc,cardiovascular disease,atrial heart septal defect,protein_coding,NFE2L2
ENSG00000205274,EFO_1000906,0.409,literature,europepmc,disorder of visual system,dry eye syndrome,TR_V_gene,TRBV20OR9-2
ENSG00000170312,EFO_1000961,0.564,literature,europepmc,infectious disease,Helicobacter pylori infectious disease,protein_coding,CDK1
ENSG00000147649,EFO_1000984,0.531,literature,europepmc,cancer or benign tumor,inflammatory breast carcinoma,protein_coding,MTDH
ENSG00000122691,EFO_1001051,0.519,literature,europepmc,cancer or benign tumor,mycosis fungoides,protein_coding,TWIST1
ENSG00000130726,EFO_1001052,0.418,literature,europepmc,cancer or benign tumor,myeloid sarcoma,protein_coding,TRIM28
ENSG00000134259,EFO_1001052,0.404,literature,europepmc,cancer or benign tumor,myeloid sarcoma,protein_coding,NGF
ENSG00000154277,EFO_1001052,0.442,literature,europepmc,cancer or benign tumor,myeloid sarcoma,protein_coding,UCHL1
ENSG00000010610,EFO_1001100,0.411,literature,europepmc,cancer or benign tumor,peritoneal neoplasm,protein_coding,CD4
ENSG00000265681,EFO_1001100,0.597,literature,europepmc,cancer or benign tumor,peritoneal neoplasm,protein_coding,RPL17
ENSG00000135077,EFO_1001100,0.597,literature,europepmc,cancer or benign tumor,peritoneal neoplasm,protein_coding,HAVCR2
ENSG00000277586,EFO_1001132,0.597,literature,europepmc,cardiovascular disease,pseudotumor cerebri,protein_coding,NEFL
ENSG00000263761,EFO_1001139,0.514,literature,europepmc,infectious disease,pulpitis,protein_coding,GDF2
ENSG00000102468,EFO_1001141,0.418,known_drug,chembl,infectious disease,pyelonephritis,protein_coding,HTR2A
ENSG00000149295,EFO_1001141,0.418,known_drug,chembl,infectious disease,pyelonephritis,protein_coding,DRD2
ENSG00000147246,EFO_1001141,0.418,known_drug,chembl,infectious disease,pyelonephritis,protein_coding,HTR2C
ENSG00000104518,EFO_1001158,0.454,literature,europepmc,disorder of visual system,retinopathy of prematurity,protein_coding,GSDMD
ENSG00000042781,EFO_1001176,0.43,genetic_association,eva,nervous system disease,sensorineural hearing loss,protein_coding,USH2A
ENSG00000125445,EFO_1001176,0.537,genetic_association,eva,nervous system disease,sensorineural hearing loss,protein_coding,MRPS7
ENSG00000070831,EFO_1001226,0.519,literature,europepmc,urinary system disease,uremia,protein_coding,CDC42
ENSG00000204671,EFO_1001249,0.597,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,IL31
ENSG00000095970,EFO_1001249,0.466,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,TREM2
ENSG00000197548,EFO_1001249,0.541,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,ATG7
ENSG00000139572,EFO_1001249,0.416,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,GPR84
ENSG00000166311,EFO_1001249,0.521,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,SMPD1
ENSG00000151224,EFO_1001249,0.621,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,MAT1A
ENSG00000162772,EFO_1001249,0.469,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,ATF3
ENSG00000162692,EFO_1001249,0.413,literature,europepmc,gastrointestinal disease,non-alcoholic steatohepatitis,protein_coding,VCAM1
ENSG00000144671,EFO_1001329,0.597,genetic_association,gene_burden,integumentary system disease,Follicular Cyst,protein_coding,SLC22A14
ENSG00000128271,EFO_1001375,0.418,known_drug,chembl,cardiovascular disease,Myocardial Ischemia,protein_coding,ADORA2A
ENSG00000282608,EFO_1001375,0.418,known_drug,chembl,cardiovascular disease,Myocardial Ischemia,protein_coding,ADORA3
ENSG00000170425,EFO_1001375,0.418,known_drug,chembl,cardiovascular disease,Myocardial Ischemia,protein_coding,ADORA2B
ENSG00000163485,EFO_1001375,0.418,known_drug,chembl,cardiovascular disease,Myocardial Ischemia,protein_coding,ADORA1
ENSG00000147099,EFO_1001394,0.597,literature,europepmc,cancer or benign tumor,Peritoneal Fibrosis,protein_coding,HDAC8
ENSG00000070831,EFO_1001418,0.463,literature,europepmc,infectious disease,Salmonella Infections,protein_coding,CDC42
ENSG00000240654,EFO_1001458,0.411,literature,europepmc,cardiovascular disease,diabetic cardiomyopathy,protein_coding,C1QTNF9
ENSG00000121769,EFO_1001461,0.58,literature,europepmc,cardiovascular disease,endothelial dysfunction,protein_coding,FABP3
ENSG00000101557,EFO_1001469,0.597,literature,europepmc,cancer or benign tumor,Mantle cell lymphoma,protein_coding,USP14
ENSG00000100462,EFO_1001469,0.488,literature,europepmc,cancer or benign tumor,Mantle cell lymphoma,protein_coding,PRMT5
ENSG00000179115,EFO_1001469,0.597,literature,europepmc,cancer or benign tumor,Mantle cell lymphoma,protein_coding,FARSA
ENSG00000083799,EFO_1001469,0.497,literature,europepmc,cancer or benign tumor,Mantle cell lymphoma,protein_coding,CYLD
ENSG00000153944,EFO_1001469,0.549,literature,europepmc,cancer or benign tumor,Mantle cell lymphoma,protein_coding,MSI2
ENSG00000018408,EFO_1001471,0.411,literature,europepmc,cancer or benign tumor,Merkel cell skin cancer,protein_coding,WWTR1
ENSG00000130234,EFO_1001486,0.588,literature,europepmc,cancer or benign tumor,primary biliary cirrhosis,protein_coding,ACE2
ENSG00000198074,EFO_1001486,0.597,literature,europepmc,cancer or benign tumor,primary biliary cirrhosis,protein_coding,AKR1B10
ENSG00000162896,EFO_1001486,0.406,literature,europepmc,cancer or benign tumor,primary biliary cirrhosis,protein_coding,PIGR
ENSG00000140279,EFO_1001486,0.597,literature,europepmc,cancer or benign tumor,primary biliary cirrhosis,protein_coding,DUOX2
ENSG00000187486,EFO_1001511,0.597,genetic_association,clingen,pancreas disease,monogenic diabetes,protein_coding,KCNJ11
ENSG00000156531,EFO_1001512,0.597,literature,europepmc,cancer or benign tumor,endometrial carcinoma,protein_coding,PHF6
ENSG00000099821,EFO_1001512,0.463,literature,europepmc,cancer or benign tumor,endometrial carcinoma,protein_coding,POLRMT
ENSG00000134258,EFO_1001516,0.571,literature,europepmc,cancer or benign tumor,ovarian serous carcinoma,protein_coding,VTCN1
