drugId,drug,firstApprovalYear
CHEMBL3085504,BLEOMYCIN SULFATE,1973
CHEMBL2109046,INSULIN, PROTAMINE ZINC,None
CHEMBL2105458,THENALIDINE,None
CHEMBL2109205,COAGULATION FACTOR IX RECOMBINANT HUMAN,1997
CHEMBL2106978,POTASSIUM GLUCONATE,None
CHEMBL2108866,STARCH,None
CHEMBL3137308,PEFICITINIB,2019
CHEMBL3182733,PRAMIPEXOLE DIHYDROCHLORIDE,1997
CHEMBL3084748,TROSPIUM CHLORIDE,2004
CHEMBL1592,QUINAPRIL,1991
CHEMBL3181832,METHICILLIN SODIUM,1982
CHEMBL2251240,SCOPOLAMINE HYDROBROMIDE,None
CHEMBL1098659,WATER,2011
CHEMBL1200893,PROTOKYLOL HYDROCHLORIDE,1982
CHEMBL1200689,NITRIC OXIDE,1999
CHEMBL472,GLYBURIDE,1984
CHEMBL3183075,NIZATIDINE,1988
CHEMBL12,DIAZEPAM,1963
CHEMBL3183184,OCTINOXATE,1992
CHEMBL3183193,CEFMENOXIME HYDROCHLORIDE,1987
CHEMBL3182343,PIVAMPICILLIN,None
CHEMBL1200563,CERIVASTATIN SODIUM,1997
CHEMBL3183409,APALUTAMIDE,2018
CHEMBL3183453,NOVOBIOCIN SODIUM,1964
CHEMBL3127326,OMBITASVIR,2014
CHEMBL3185958,CLOMIPHENE CITRATE,1967
CHEMBL3142541,BUTAMBEN PICRATE,None
CHEMBL3184437,DICHLOROBENZYL ALCOHOL,None
CHEMBL3184791,STREPTOMYCIN SULFATE,1946
CHEMBL3184799,MEPHENTERMINE SULFATE,1951
CHEMBL3989695,REGADENOSON,2008
CHEMBL3989697,RIBOFLAVIN 5'-PHOSPHATE SODIUM,1985
CHEMBL3989715,MUPIROCIN CALCIUM,1995
CHEMBL3989716,PROPOXYPHENE NAPSYLATE,1971
CHEMBL3989724,FLURAZEPAM HYDROCHLORIDE,1970
CHEMBL3989725,LODOXAMIDE TROMETHAMINE,1993
CHEMBL3989727,VITAMIN E,1985
CHEMBL3989728,MENADIOL SODIUM DIPHOSPHATE,None
CHEMBL3989740,DOXYCYCLINE HYCLATE,1967
CHEMBL3989750,GLUCOSAMINE SULFATE,None
CHEMBL3989751,NEOMYCIN,1957
CHEMBL3989754,FLURBIPROFEN SODIUM,1986
CHEMBL3989756,TALC,1997
CHEMBL3989769,NEOMYCIN SULFATE,1957
CHEMBL3989777,TRIENTINE HYDROCHLORIDE,1985
CHEMBL3989780,SUCRALFATE,1981
CHEMBL3989786,THIOPROPAZATE HYDROCHLORIDE,None
CHEMBL3989803,DIPYRONE,None
CHEMBL3989806,IODIPAMIDE MEGLUMINE,None
CHEMBL3989820,ZOLPIDEM TARTRATE,1992
CHEMBL3989821,TUBOCURARINE CHLORIDE,1945
CHEMBL3989822,POTASSIUM CITRATE,1985
CHEMBL3989823,VIOMYCIN SULFATE,1982
CHEMBL3989824,THIOTHIXENE HYDROCHLORIDE,1970
CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,1996
CHEMBL3989845,IMIPRAMINE PAMOATE,1973
CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,1963
CHEMBL3989856,SODIUM SULFATE,1984
CHEMBL3989857,MAGNESIUM SULFATE,1981
CHEMBL3989858,MAGNESIUM ACETATE TETRAHYDRATE,None
CHEMBL3989859,TOCOPHEROL ACETATE,2001
CHEMBL3989861,DESVENLAFAXINE FUMARATE,2013
CHEMBL3989866,BICTEGRAVIR,2018
CHEMBL3989869,UMBRALISIB TOSYLATE,2021
CHEMBL3989885,TRIMEPRAZINE TARTRATE,1982
CHEMBL3989908,ENASIDENIB,2017
CHEMBL3989909,LENIOLISIB PHOSPHATE,2023
CHEMBL3989915,DIFELIKEFALIN,2021
CHEMBL3989917,FOSNETUPITANT,2018
CHEMBL3989919,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,2018
CHEMBL3989920,PITAVASTATIN SODIUM,2017
CHEMBL3989921,NERATINIB MALEATE,2017
CHEMBL3989931,ENASIDENIB MESYLATE,2017
CHEMBL3989932,ANGIOTENSIN II ACETATE,2017
CHEMBL3989933,ETRASIMOD ARGININE,2023
CHEMBL3989939,LAROTRECTINIB SULFATE,2018
CHEMBL3989944,DIROXIMEL FUMARATE,2019
CHEMBL3989945,REZAFUNGIN,2023
CHEMBL3989949,CENOBAMATE,2020
CHEMBL3989958,IVOSIDENIB,2018
CHEMBL3989962,PEMETREXED TROMETHAMINE,2022
CHEMBL3989974,CEFIDEROCOL,2019
CHEMBL3989977,EMAPALUMAB,2018
CHEMBL3989986,RAVULIZUMAB,2018
CHEMBL3989987,PATISIRAN,None
CHEMBL3989989,AXICABTAGENE CILOLEUCEL,2018
CHEMBL3990008,TABELECLEUCEL,2022
CHEMBL3990014,MIRIKIZUMAB,2023
CHEMBL3990026,ELAPEGADEMASE,2018
CHEMBL3990029,RISANKIZUMAB,2019
CHEMBL3990047,OZENOXACIN,2017
CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,1996
CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,1965
CHEMBL3989556,REMOXIPRIDE HYDROCHLORIDE,1990
CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,1987
CHEMBL3989568,OXYTETRACYCLINE CALCIUM,1982
CHEMBL3989676,OXYPHENBUTAZONE,1960
CHEMBL3989694,OLANZAPINE PAMOATE,2009
CHEMBL3989768,LEVORPHANOL TARTRATE,1991
CHEMBL3989798,FORMOTEROL FUMARATE,2001
CHEMBL3989826,OXYCODONE TEREPHTHALATE,1950
CHEMBL3990276,TALC,1997
CHEMBL3989830,SIBUTRAMINE HYDROCHLORIDE,1997
CHEMBL3989833,ZIPRASIDONE MESYLATE,2002
CHEMBL3989843,TRANYLCYPROMINE,1961
CHEMBL3989867,BICTEGRAVIR SODIUM,2018
CHEMBL3989887,TACROLIMUS,1994
CHEMBL3989923,PITAVASTATIN MAGNESIUM,2017
CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,2020
CHEMBL3991443,FERROUS GLUCONATE ANHYDROUS,None
CHEMBL2107817,AVIBACTAM SODIUM,2015
CHEMBL2107891,TASONERMIN,1999
CHEMBL3990694,PIPERAZINE CITRATE,1954
CHEMBL3990987,POTASH, SULFURATED,None
CHEMBL3991035,SODIUM STIBOGLUCONATE,None
CHEMBL3988900,ZINC OXIDE,2006
CHEMBL3989401,PAMIDRONATE DISODIUM,1991
CHEMBL3989402,PERAMIVIR,2014
CHEMBL3989405,ALEXITOL SODIUM,None
CHEMBL3989406,ENALAPRILAT,1988
CHEMBL3989410,INDOMETHACIN SODIUM,1985
CHEMBL3989426,CALAMINE,None
CHEMBL3989461,ROSE BENGAL SODIUM I 131,1971
CHEMBL3989480,MAGNESIUM CITRATE,None
CHEMBL3989507,EDETATE DISODIUM,1982
CHEMBL3989509,PENTAZOCINE LACTATE,1967
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,1969
CHEMBL3989511,IOBENGUANE SULFATE I 131,1994
CHEMBL3989515,PENICILLIN G BENZATHINE,1952
CHEMBL3989517,IOFLUPANE I 123,2011
CHEMBL3989520,HISTAMINE PHOSPHATE,1939
CHEMBL3989521,ISOPROTERENOL SULFATE,1956
CHEMBL3989522,EDETATE CALCIUM DISODIUM MONOHYDRATE,1953
CHEMBL3989529,ETHANOLAMINE OLEATE,1988
CHEMBL3989543,VINDESINE SULFATE,None
CHEMBL3989545,POTASH, SULFURATED,None
CHEMBL3989551,LINCOMYCIN HYDROCHLORIDE,1964
CHEMBL3989555,MECLIZINE HYDROCHLORIDE,1957
CHEMBL3989558,METHYSERGIDE MALEATE,1962
CHEMBL3989563,NICOTINE BITARTRATE,None
CHEMBL3989566,METOPROLOL FUMARATE,1989
CHEMBL3989567,OXACILLIN SODIUM,1971
CHEMBL3989569,IBANDRONATE SODIUM,2003
CHEMBL3989570,HYOSCYAMINE SULFATE,None
CHEMBL3989571,SPECTINOMYCIN HYDROCHLORIDE,1971
CHEMBL3989581,DOPEXAMINE HYDROCHLORIDE,None
CHEMBL3991241,FERRIC CITRATE ANHYDROUS,2014
CHEMBL3989646,PIRBUTEROL HYDROCHLORIDE,None
CHEMBL3989677,HYDROCODONE BITARTRATE,1943
CHEMBL3989691,ELTROMBOPAG OLAMINE,2008
CHEMBL5095039,GALLIUM GA 68 GOZETOTIDE,2020
CHEMBL5095048,AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,2015
CHEMBL5095050,FINGOLIMOD LAURYL SULFATE,2021
CHEMBL5095052,INCLISIRAN SODIUM,2020
CHEMBL5095303,VUTRISIRAN SODIUM,2022
CHEMBL5095420,TRIENTINE TETRAHYDROCHLORIDE,2017
CHEMBL5095449,MOTIXAFORTIDE ACETATE,2023
CHEMBL5095049,PACRITINIB CITRATE,2022
CHEMBL5095051,VENLAFAXINE BESYLATE,2022
CHEMBL431,SPIRAPRIL,1994
CHEMBL20,ACETAZOLAMIDE,1953
CHEMBL411,DIETHYLSTILBESTROL,1973
CHEMBL427,MECHLORETHAMINE,1949
CHEMBL436,TOLRESTAT,1989
CHEMBL433,VALPROATE SODIUM,1996
CHEMBL434,ISOPROTERENOL,1956
CHEMBL449,BUTABARBITAL,1939
CHEMBL7413,METHOHEXITAL,1960
CHEMBL453,SULFISOXAZOLE,1971
CHEMBL439,SULFADIAZINE,1941
CHEMBL419,MAFENIDE,1969
CHEMBL21,SULFANILAMIDE,1985
CHEMBL450,METHARBITAL,1982
CHEMBL454,BUTALBITAL,1983
CHEMBL451,CHLORDIAZEPOXIDE,1960
CHEMBL429,LABETALOL,1984
CHEMBL442,ERGOTAMINE,1948
CHEMBL1201558,INTERFERON ALFA-2B,1986
CHEMBL1201516,PENTOSAN POLYSULFATE SODIUM,1996
CHEMBL1201535,PHENYLPROPANOLAMINE POLISTIREX,1984
CHEMBL430,GEMIFLOXACIN,2003
CHEMBL440,THIAMYLAL,1982
CHEMBL443,SULFAMETHOXAZOLE,1973
CHEMBL45,MELATONIN,2022
CHEMBL456,ETHACRYNIC ACID,1967
CHEMBL49,BUSPIRONE,1986
CHEMBL465,DRONABINOL,1985
CHEMBL488,AMINOGLUTETHIMIDE,1980
CHEMBL57,NEVIRAPINE,1996
CHEMBL55,PENTAMIDINE,1984
CHEMBL479,THIORIDAZINE,1962
CHEMBL473,DOFETILIDE,1999
CHEMBL476,DACARBAZINE,1975
CHEMBL480,LANSOPRAZOLE,1995
CHEMBL72,DESIPRAMINE,1964
CHEMBL61,PODOFILOX,1990
CHEMBL81,RALOXIFENE,1997
CHEMBL9967,PIRENZEPINE,None
CHEMBL74,CROMOLYN SODIUM,1982
CHEMBL499,TIMOLOL,1978
CHEMBL496,HEXACHLOROPHENE,1949
CHEMBL494,ILOPROST,2003
CHEMBL501,AMPHETAMINE SULFATE,1960
CHEMBL11662,OZAGREL,1988
CHEMBL11359,CISPLATIN,1978
CHEMBL91,MICONAZOLE,1974
CHEMBL90,HISTAMINE,1939
CHEMBL95,TACRINE,1993
CHEMBL505,CHLORPHENIRAMINE,1950
CHEMBL515,CHLORAMBUCIL,1957
CHEMBL506,PRIMAQUINE,1952
CHEMBL132530,FORMESTANE,None
CHEMBL1215,PHENYLEPHRINE,1952
CHEMBL117785,TETRABENAZINE,2008
CHEMBL1220,TINIDAZOLE,2004
CHEMBL1162,NORETHINDRONE,1962
CHEMBL1219,RABEPRAZOLE,1999
CHEMBL1177,PEMOLINE,1975
CHEMBL126224,IPRINDOLE,None
CHEMBL1455,ALTRETAMINE,1990
CHEMBL237500,LINAGLIPTIN,2011
CHEMBL245807,OXYPHENISATINE,None
CHEMBL1531,ETONOGESTREL,2001
CHEMBL248702,DEXFENFLURAMINE,None
CHEMBL1510,ELETRIPTAN,2002
CHEMBL1503,OMEPRAZOLE,1989
CHEMBL249837,METHACYCLINE,1982
CHEMBL254219,DIGITOXIN,1982
CHEMBL1534,RIBOFLAVIN,1993
CHEMBL1487,ATORVASTATIN,1996
CHEMBL254328,ABIRATERONE,None
CHEMBL1489,AZACITIDINE,2004
CHEMBL1493,FLAVOXATE,1970
CHEMBL1384,KANAMYCIN,1973
CHEMBL1274,NILUTAMIDE,1996
CHEMBL374731,TELBIVUDINE,2006
CHEMBL370805,COCAINE,2017
CHEMBL1388,MONOBENZONE,1952
CHEMBL360328,LORCASERIN,2012
CHEMBL370143,PAROMOMYCIN,1969
CHEMBL487253,BENDAMUSTINE,2008
CHEMBL1588,THIAMINE,1985
CHEMBL1624,LEVOTHYROXINE,2000
CHEMBL474579,CEFOTETAN,1985
CHEMBL1664,FOSAMPRENAVIR,2003
CHEMBL490665,NALFURAFINE HYDROCHLORIDE,2009
CHEMBL1583,BACAMPICILLIN,1980
CHEMBL475534,NITRENDIPINE,None
CHEMBL1621,PALIPERIDONE,2006
CHEMBL1676,FLUTICASONE FUROATE,2007
CHEMBL484785,CRISABOROLE,2016
CHEMBL491571,DORIPENEM,2007
CHEMBL601719,CRIZOTINIB,2011
CHEMBL606260,CARBENICILLIN DISODIUM,1982
CHEMBL1082407,ENZALUTAMIDE,2012
CHEMBL605846,OLODATEROL,2014
CHEMBL1200351,SULFADIAZINE SODIUM,1941
CHEMBL15870,INDOPROFEN,1979
CHEMBL607710,CHLORPHENESIN CARBAMATE,1965
CHEMBL1769,PROPOXYCAINE HYDROCHLORIDE,1982
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,2004
CHEMBL1091250,INDIGOTINDISULFONATE,2022
CHEMBL1094636,NIRAPARIB,2017
CHEMBL604608,FRUCTOSE,None
CHEMBL608533,MIDOSTAURIN,2017
CHEMBL1083659,SUVOREXANT,2014
CHEMBL373742,VASOPRESSIN,2014
CHEMBL1076903,VARENICLINE,2006
CHEMBL1086863,FLUDEOXYGLUCOSE,1994
CHEMBL1096146,PONESIMOD,2021
CHEMBL1096885,VALRUBICIN,1998
CHEMBL1097620,IOTHALAMATE SODIUM,None
CHEMBL1213250,CEFTOLOZANE SULFATE,2014
CHEMBL1092067,FLUDEOXYGLUCOSE F 18,1994
CHEMBL1094966,PIRBUTEROL,1986
CHEMBL1095283,CARBENICILLIN PHENYL,None
CHEMBL1098319,2-MERCAPTOETHANESULFONIC ACID,1988
CHEMBL1095607,REPROTEROL,None
CHEMBL1083993,AMIODARONE HYDROCHLORIDE,1985
CHEMBL1095930,CEFUROXIME AXETIL,1987
CHEMBL1160819,AMMONIA SOLUTION, STRONG,2007
CHEMBL1336,SORAFENIB,2005
CHEMBL1078261,PROPIVERINE,None
CHEMBL44657,ETOPOSIDE,1983
CHEMBL1164729,FEBUXOSTAT,2009
CHEMBL1187417,BENZALKONIUM,None
CHEMBL398707,HYDROMORPHONE,None
CHEMBL1644,CEFADROXIL,1978
CHEMBL1773,CAPECITABINE,1998
CHEMBL1171837,PONATINIB,2012
CHEMBL1194666,DIETHYLPROPION,1959
CHEMBL1179047,CHLOROPROCAINE,1955
CHEMBL1213165,DOLUTEGRAVIR SODIUM,2013
CHEMBL1159717,TULOBUTEROL,None
CHEMBL1185568,DITHIAZANINE,None
CHEMBL1200430,ESTRADIOL ACETATE,2003
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,1974
CHEMBL1200421,TECHNETIUM TC 99M MEBROFENIN,1987
CHEMBL1201821,PALIFERMIN,2005
CHEMBL1201825,RANIBIZUMAB,2006
CHEMBL1201826,IDURSULFASE,2006
CHEMBL1201830,RILONACEPT,2008
CHEMBL1201831,CERTOLIZUMAB PEGOL,2008
CHEMBL1201833,GOLIMUMAB,2009
CHEMBL1201834,CANAKINUMAB,2009
CHEMBL1201837,ECALLANTIDE,2009
CHEMBL1200358,SODIUM PHENYLACETATE,1987
CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,1987
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,1960
CHEMBL1200475,DAUNORUBICIN CITRATE,1996
CHEMBL1200477,ALLOPURINOL SODIUM,1996
CHEMBL1200673,XENON XE 127,1982
CHEMBL1200681,MONTELUKAST SODIUM,1998
CHEMBL1200501,GOSERELIN ACETATE,1989
CHEMBL1200510,ERYTHROMYCIN STEARATE,1964
CHEMBL1200514,DEMECARIUM BROMIDE,1959
CHEMBL1200613,TOLMETIN SODIUM,1976
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,1951
CHEMBL1200751,MERCAPTOPURINE,1953
CHEMBL1200757,PANCURONIUM BROMIDE,1972
CHEMBL1200836,OXICONAZOLE NITRATE,1988
CHEMBL1200909,PREDNISOLONE TEBUTATE,1956
CHEMBL1200993,GALLAMINE TRIETHIODIDE,1982
CHEMBL1201071,TETRACYCLINE PHOSPHATE COMPLEX,1957
CHEMBL1200910,SULFISOXAZOLE ACETYL,1953
CHEMBL1201154,PROCHLORPERAZINE EDISYLATE,1957
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,2009
CHEMBL1201064,FLUOROMETHOLONE ACETATE,1986
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,1982
CHEMBL1200480,OCTREOTIDE ACETATE,1988
CHEMBL1200596,CHLOROXINE,1976
CHEMBL1200597,ETIDOCAINE HYDROCHLORIDE,1976
CHEMBL1200600,FLUOROMETHOLONE,1972
CHEMBL1200724,PSEUDOEPHEDRINE HYDROCHLORIDE,1975
CHEMBL1200728,GUANIDINE HYDROCHLORIDE,1939
CHEMBL1200820,PIPERACILLIN SODIUM,1981
CHEMBL1200821,PROPYLIODONE,None
CHEMBL1200822,FLECAINIDE ACETATE,1985
CHEMBL1200895,PHENELZINE SULFATE,1961
CHEMBL1200978,ARSENIC TRIOXIDE,2000
CHEMBL1200982,BUTABARBITAL SODIUM,1939
CHEMBL1201054,SELENOMETHIONINE SE 75,1973
CHEMBL1201151,MESTRANOL,1961
CHEMBL1201153,ISOETHARINE MESYLATE,1984
CHEMBL1201262,DIPIVEFRIN,1980
CHEMBL1200521,ALMOTRIPTAN MALATE,2001
CHEMBL1200528,CHROMIC CHLORIDE,1986
CHEMBL1200732,AMCINONIDE,1979
CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,1990
CHEMBL1200460,FERRIC AMMONIUM CITRATE,1997
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,1953
CHEMBL6966,VERAPAMIL,1981
CHEMBL1200323,LABETALOL HYDROCHLORIDE,1984
CHEMBL1200434,OXTRIPHYLLINE,1981
CHEMBL1200424,PENTETATE ZINC TRISODIUM,2004
CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,1962
CHEMBL1200398,BUTOCONAZOLE NITRATE,1985
CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,1986
CHEMBL1201141,IBUPROFEN LYSINE,2006
CHEMBL1201235,METHYLHOMATROPINE,1943
CHEMBL1201237,LEVOBUNOLOL,1985
CHEMBL1201352,RAPACURONIUM,1999
CHEMBL1200482,CEFOPERAZONE SODIUM,1982
CHEMBL1200485,SORAFENIB TOSYLATE,2005
CHEMBL1200922,MEBUTAMATE,1982
CHEMBL1200925,POTASSIUM PHOSPHATE, MONOBASIC,None
CHEMBL1201167,CARVEDILOL PHOSPHATE,2006
CHEMBL1200534,MOEXIPRIL HYDROCHLORIDE,1995
CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,1983
CHEMBL1200981,EPIRUBICIN HYDROCHLORIDE,1999
CHEMBL1201217,DYCLONINE,1982
CHEMBL1201219,VECURONIUM,1984
CHEMBL1200569,CAFFEINE CITRATE,1999
CHEMBL1201281,CHLORAMPHENICOL SUCCINIC ACID,1959
CHEMBL1200529,COBALTOUS CHLORIDE CO 57,None
CHEMBL1200621,GEMIFLOXACIN MESYLATE,2003
CHEMBL1200764,METHACHOLINE CHLORIDE,1986
CHEMBL1200365,AMINOHIPPURATE SODIUM,None
CHEMBL1200367,ECHOTHIOPHATE IODIDE,1960
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,1975
CHEMBL1183717,ALMITRINE,None
CHEMBL1200589,CEFOTIAM HYDROCHLORIDE,1988
CHEMBL1200963,BIMATOPROST,2001
CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,1994
CHEMBL1200601,NARATRIPTAN HYDROCHLORIDE,1998
CHEMBL1200604,TROPICAMIDE,1960
CHEMBL1200826,LITHIUM CARBONATE,1970
CHEMBL1200828,CYCRIMINE HYDROCHLORIDE,1982
CHEMBL1200983,GALLIUM NITRATE,1991
CHEMBL1200986,HALOPERIDOL DECANOATE,1986
CHEMBL1201059,PROGUANIL HYDROCHLORIDE,2000
CHEMBL1201142,RASAGILINE MESYLATE,2006
CHEMBL1201146,NORETHINDRONE ACETATE,1973
CHEMBL1201243,IPODATE,1962
CHEMBL1201244,ROCURONIUM,1994
CHEMBL1201353,DEXCHLORPHENIRAMINE,1981
CHEMBL1201356,METHYLERGONOVINE,1946
CHEMBL1200968,HYDROCORTISONE SODIUM PHOSPHATE,1960
CHEMBL1201203,BENZTROPINE,1954
CHEMBL1201208,PHENMETRAZINE,1982
CHEMBL1201740,NILOTINIB HYDROCHLORIDE MONOHYDRATE,2007
CHEMBL1200541,AMBENONIUM CHLORIDE,1956
CHEMBL1200555,IOTROLAN,1989
CHEMBL1200522,AVOBENZONE,1992
CHEMBL1200760,BALSALAZIDE DISODIUM,2000
CHEMBL1200761,CHLOROTRIANISENE,1982
CHEMBL1200843,METHYLERGONOVINE MALEATE,1946
CHEMBL1200914,TAMSULOSIN HYDROCHLORIDE,1997
CHEMBL1201155,LOXAPINE SUCCINATE,1975
CHEMBL1201159,FENTANYL HYDROCHLORIDE,2006
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,1959
CHEMBL1184360,DIAMTHAZOLE,None
CHEMBL1200491,EPINASTINE HYDROCHLORIDE,2003
CHEMBL1200497,CYCLIZINE LACTATE,1982
CHEMBL1200448,TILUDRONATE DISODIUM,1997
CHEMBL1200387,AMPHETAMINE ADIPATE,1975
CHEMBL1200391,TROMETHAMINE,1965
CHEMBL389621,HYDROCORTISONE,1952
CHEMBL1200370,BENZOYL PEROXIDE,1984
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,1969
CHEMBL1200710,CLOMIPRAMINE HYDROCHLORIDE,1989
CHEMBL1200711,OMEGA-3-ACID ETHYL ESTERS,2004
CHEMBL1200967,BROMODIPHENHYDRAMINE HYDROCHLORIDE,1954
CHEMBL1200969,DUTASTERIDE,2001
CHEMBL1200971,CEPHALOGLYCIN,1970
CHEMBL1201046,CEFORANIDE,1984
CHEMBL1201127,DARUNAVIR ETHANOLATE,2006
CHEMBL1201130,BETAINE HYDROCHLORIDE,None
CHEMBL1201222,LISDEXAMFETAMINE,2007
CHEMBL1201225,IODINE,None
CHEMBL1201227,CYCRIMINE,1982
CHEMBL1201336,FOSPHENYTOIN,1996
CHEMBL1201340,DIPHEMANIL,1982
CHEMBL1201341,ECHOTHIOPHATE,1960
CHEMBL1200338,PINACIDIL,1989
CHEMBL1200343,PERINDOPRIL ERBUMINE,1993
CHEMBL1200663,TECHNETIUM TC 99M LIDOFENIN,1986
CHEMBL1200896,DINOPROST TROMETHAMINE,1982
CHEMBL1200901,HALOFANTRINE HYDROCHLORIDE,1992
CHEMBL1201132,NALBUPHINE HYDROCHLORIDE,1979
CHEMBL1200694,SEVOFLURANE,1995
CHEMBL1200933,HEXAFLUORENIUM BROMIDE,1982
CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,1985
CHEMBL1201745,CHOLINE FENOFIBRATE,2008
CHEMBL1201163,SUFENTANIL CITRATE,1984
CHEMBL1200494,GUANFACINE HYDROCHLORIDE,1986
CHEMBL1200923,TECHNETIUM TC 99M DISOFENIN,1982
CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,1949
CHEMBL1201083,SODIUM IODIDE I 123,1976
CHEMBL1201165,QUINESTROL,1982
CHEMBL1201269,CHLORPHENTERMINE,1982
CHEMBL1200550,ANTAZOLINE PHOSPHATE,1994
CHEMBL1200756,PYRIDOXINE HYDROCHLORIDE,None
CHEMBL1200759,ANAGRELIDE HYDROCHLORIDE,1997
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,1965
CHEMBL1201236,CARBIDOPA ANHYDROUS,1975
CHEMBL1201759,BEPOTASTINE BESYLATE,2009
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,1955
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,1985
CHEMBL1200609,PAROXETINE MESYLATE,2003
CHEMBL1200743,IOXAGLATE SODIUM,1985
CHEMBL1200748,CARBIDOPA,1975
CHEMBL1200830,FERROUS SULFATE,None
CHEMBL1200832,TERBINAFINE HYDROCHLORIDE,1992
CHEMBL1200906,OXYPHENONIUM BROMIDE,1982
CHEMBL1200987,EPROSARTAN MESYLATE,1997
CHEMBL1201066,VENLAFAXINE HYDROCHLORIDE,1993
CHEMBL1201147,OCTOCRYLENE,2006
CHEMBL1201149,NALTREXONE HYDROCHLORIDE,1984
CHEMBL1200644,FONDAPARINUX SODIUM,2001
CHEMBL1201786,LAPYRIUM,1982
CHEMBL1201731,NEBIVOLOL HYDROCHLORIDE,2007
CHEMBL1201003,ELETRIPTAN HYDROBROMIDE,2002
CHEMBL1201006,PYRILAMINE MALEATE,1973
CHEMBL1200468,MALATHION,1982
CHEMBL1200472,QUAZEPAM,1985
CHEMBL1200593,GADOTERIDOL,1992
CHEMBL1200595,CHLORPHENTERMINE HYDROCHLORIDE,1982
CHEMBL1200715,HEXYLCAINE HYDROCHLORIDE,1982
CHEMBL1200718,MAGNESIUM HYDROXIDE,2000
CHEMBL1200891,OXYPHENCYCLIMINE HYDROCHLORIDE,1982
CHEMBL1201048,DROMOSTANOLONE PROPIONATE,1982
CHEMBL1201234,MEPHENTERMINE,1951
CHEMBL1201342,METHIXENE,1982
CHEMBL1201346,BALSALAZIDE,2000
CHEMBL1200412,NANDROLONE PHENPROPIONATE,1959
CHEMBL1200415,TECHNETIUM TC 99M OXIDRONATE,None
CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,1964
CHEMBL1200511,GONADORELIN ACETATE,1989
CHEMBL1200712,EVANS BLUE,None
CHEMBL1200950,CLIDINIUM BROMIDE,1982
CHEMBL1201185,LANREOTIDE,2007
CHEMBL1201187,MARAVIROC,2007
CHEMBL1201189,AMMONIA N 13,2007
CHEMBL1200455,IOHEXOL,1985
CHEMBL1200490,CETRORELIX,1999
CHEMBL1200507,IODIXANOL,1996
CHEMBL1200509,HISTRELIN ACETATE,1991
CHEMBL1201199,LEUPROLIDE,1985
CHEMBL1213252,CLORAZEPIC ACID,1972
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,2001
CHEMBL1200457,GADOVERSETAMIDE,1999
CHEMBL1200908,HALOBETASOL PROPIONATE,1990
CHEMBL1201124,KETOROLAC TROMETHAMINE,1989
CHEMBL1200798,TRAZODONE HYDROCHLORIDE,1981
CHEMBL1200659,ENALAPRIL MALEATE,1985
CHEMBL1200661,UNOPROSTONE ISOPROPYL,2000
CHEMBL1200863,MELPHALAN HYDROCHLORIDE,1992
CHEMBL1200943,MERSALYL,None
CHEMBL1201020,DISOPYRAMIDE PHOSPHATE,1977
CHEMBL1201103,METHOXAMINE HYDROCHLORIDE,1982
CHEMBL1201104,METHENAMINE HIPPURATE,1967
CHEMBL1201190,LEVOCETIRIZINE DIHYDROCHLORIDE,2007
CHEMBL1201300,IOTHALAMIC ACID,1962
CHEMBL1201301,MANGAFODIPIR,1997
CHEMBL1201304,INDOCYANINE GREEN ACID FORM,1959
CHEMBL1200580,SULFOXONE SODIUM,1982
CHEMBL1200585,OXYMETHOLONE,1972
CHEMBL1200705,HYDROXYAMPHETAMINE HYDROBROMIDE,1969
CHEMBL1200880,DIPHEMANIL METHYLSULFATE,1982
